labels,messages,character_count,word_count,sentence_count,clean_length
0,buy,11,4,1,3
1,urgent mobile number awarded ådollersnumbr bonus caller prize call numbr land line valid numbrhrs,127,24,4,97
0,heehee funny tho,28,6,1,16
0,simple arithmetic percentages,47,8,1,29
0,yeah leave hour least numbr sound,59,16,1,33
0,thanks honey great day,31,8,2,22
0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,143,33,2,92
0,ì_ ask dad pick ì_ lar ìï wan numbr stay numbr meh,65,18,1,50
0,jus chillaxin,22,5,1,13
0,hey das cool iknow numbr wellda peril studentfinancial crisis spk numbr lnumbrr,84,19,1,79
1,want new nokia numbri colour phone deliveredtomorrow numbr free minutes mobile numbr free texts free camcorder reply call numbr,157,29,2,127
0,whats coming hill monster hope great day things r going fine busy though,120,28,3,72
0,joy father john john ____ joy father ans ths hav lt gt iq tis ias question try answer,131,39,4,85
0,ill obey,40,9,1,8
0,didnt search online let know,52,13,2,28
0,need go get,34,10,1,11
0,pic please send,23,6,2,15
0,uhhhhrmm isnt tb test bad youre sick,48,9,1,36
0,haf enuff space got like numbr mb,38,10,1,33
1,life never much fun great came made truly special forget enjoy one gbp sms,136,32,4,74
1,want new video phone numbr anytime network mins numbr inclusive video calls downloads numbr per week free deltomorrow call numbr reply,157,29,2,134
1,valued customer pleased advise following recent review mob awarded ådollersnumbr bonus prize call numbr,153,31,2,103
1,welcome please reply age gender begin e g numbrm,64,14,3,48
1,freemsg numbr month unlimited free calls activate smartcall txt call numbr subscriptnnumbrgbp wk unlimited calls help numbr stop txt stop landlineonly,160,27,2,150
1,mobile numbr mths update latest orange camera video phones free save ådollerss free texts weekend calls text yes callback orno opt,158,31,4,130
1,new numbr club fink met yet b grnumbr numbr c please leave msg numbrday wiv area numbr reply promised carlie x callsådollersnumbr minmobsmore lkpoboxnumbrhpnumbrfl,161,30,1,163
0,true easier,31,8,2,11
0,sure since parents working tuesday really need cover story,86,18,1,58
0,haha okay today weekend leh,34,7,1,27
0,hi darlin youphone athome youwanna chat,58,13,2,39
0,know jack shit anything say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,193,34,1,120
0,always brainy one,34,8,1,17
0,yeah get random dude need change info sheets party lt gt numbr never study safe,124,33,1,79
1,camera awarded sipix digital camera call numbr fromm landline delivery within numbr days,106,20,3,88
0,christmas occasion celebrated reflection values desires affections amp traditions ideal christmas,152,31,1,97
0,sending greetings joy happiness grnumbr evening,65,13,2,47
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx,105,21,3,78
0,india win level series means record,51,12,1,35
0,plan,29,6,1,4
0,good hear,25,6,1,9
0,awesome deal gate charles told last night uh yeah,78,20,2,49
0,time thinkin goin,30,7,1,17
1,get free mobile video player free movie collect text go numbr free extra films ordered c apply numbr yrs,139,33,4,104
1,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend,153,21,2,124
0,board working fine issue overheating also reslove still software inst pending come around numbr clock,135,30,4,101
0,yes care cause know,44,12,1,19
0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den prefer,142,33,1,110
0,sitting ard nothing lor leh busy w work,49,13,2,39
0,lt gt k oh send home sale,54,19,2,25
0,sorry mail,19,6,3,10
0,ya telling abt tht incident,34,7,1,27
0,yes outside like numbr hours called whole family wake cause started numbr,107,25,2,73
0,ugh got outta class,24,5,1,19
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted books masteriastering amplikater fidalfication champlaxigating think atrocious wotz opinion junna,274,45,3,202
0,need lar jus testing e phone card dunno network gd thk waiting numbr sis numbr finish bathing bathe dun disturb liao cleaning room,158,39,5,130
0,ok right later,28,7,1,14
0,lunch come quickly open door,52,12,1,28
1,heard unumbr call night knickers make beg like last time numbr xx luv nikiyunumbr net,153,34,3,85
0,back bit long cos accident anumbr divert via wadebridge brilliant weekend thanks speak soon lots love,131,29,5,101
0,k yan jiu liao sat go numbr bugis vill one frm numbr numbr den hop parco numbr nb sun go cine frm numbr numbr den hop orc mrt numbr hip hop numbr,155,46,2,145
1,bloomberg message center numbr wait apply future http careers bloomberg com,101,16,3,75
0,seeking lady street freak sheets,73,19,2,32
0,phone,8,2,1,5
0,haha figures well found piece priscilla bowl,57,12,1,44
0,actually fuck whatever find excuse tampa point january though,106,22,1,61
0,yay finally lol missed cinema trip last week,56,15,3,44
0,day working day except saturday sunday,49,11,1,38
0,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,176,39,2,147
0,think û waiting bus inform get ever get,92,22,2,39
0,getting back time soon,31,7,1,22
0,things quick question,38,10,2,21
0,probably come everybody done around lt gt right,66,19,1,47
0,got new year cos yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended,180,42,1,112
0,ask around lot terms mids,63,16,1,25
0,sure check yahoo email sent photos yesterday,59,12,2,44
0,looking,25,6,1,7
0,wherre boytoy,24,8,2,13
1,want new video phonenumbr anytime network mins numbr text five pounds per week call numbr reply delivery tomorrow,148,27,1,113
0,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,149,37,4,88
0,tell bad character dnt lik try change lt gt add tat numbr new year resolution waiting reply frank good morning,165,44,4,110
0,yeah probably earlier,32,6,1,21
0,change windows logoff sound,29,5,1,27
0,also came room,22,7,1,14
0,huh got lesson numbr lei n thinkin going sch earlier n tot parkin kent vale,105,26,1,75
0,reach office around lt decimal gt amp mobile problem cann get voice call asa free,126,35,4,81
0,cool text head,31,8,1,14
1,contacted dating service someone know find call land line numbr poboxnumbrwnumbrtgnumbrp,140,27,2,88
1,wannumbr win meet greet westlife numbr mnumbr currently tour numbr unbreakable numbr untamed numbr unkempt text numbr numbr numbr numbr cost numbrp std text,161,41,4,156
0,happy birthday may find prince charming soon n dun work hard,75,16,1,60
0,oh grand bit party mention cover charge probably first come first served,121,27,1,72
0,said went back bed sleep anything,75,18,1,33
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,95,19,2,70
1,dorothy kiefer com bank granite issues strong buy explosive pick members numbr nasdaq symbol cdgt dollersnumbr per,156,45,1,114
0,says lt gt year old man money last lt gt still waiting check,114,37,3,60
0,come home,26,7,1,9
0,free day finish numbr mon n thurs,48,13,1,33
0,food,25,6,1,4
0,life alle mone eppolum oru pole allalo,38,8,1,38
0,nite,7,2,1,4
0,two fundamentals cool life walk,36,7,1,31
0,camera quite good numbrmega pixels numbroptical numbrdigital dooms lovely holiday safe hope hav good journey happy new year see couple weeks,189,43,4,140
0,hi petey noiåõm ok wanted numbr chat coz avent spoken numbr numbr long time hope alrite good nit js love ya x,125,28,1,109
0,saw ron burgundy captaining party boat yeah,55,11,1,43
0,serious money base,38,10,2,18
0,already one guy loving,29,8,1,22
0,staff placement training amrita college,46,8,1,39
0,always chat fact need money raise,62,16,2,33
0,job profile seems like bpo,32,8,1,26
0,well give cos said û one nighters persevered found one cheap apologise advance somewhere sleep isnt,194,44,3,99
0,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,287,66,4,176
0,willing go apps class,37,9,1,21
0,hanging brother family,42,8,1,22
0,reach numbr telling know,70,18,3,24
0,hey going quit soon xuhui working till end month,77,18,2,48
0,sorry bout last nite wasnåõt fault spouse pmt sumthin numbrgive think shldxxxx,115,28,3,78
0,try neva mate,15,5,2,13
0,yeah pretty much best case scenario,49,10,1,35
0,free today haf numbr pick parents tonite,53,13,1,40
0,hey babe far numbr spun numbr spk da mo dead numbr da wrld sleeping da sofa day,92,24,3,79
0,send naughty pix,33,9,2,16
1,ådollersnumbr winner guaranteed caller prize final attempt contact claim call numbr numbrppmpoboxnumbrbhambnumbrxe,150,26,3,114
1,xmas new years eve tickets sale club day numbram till numbrpm thurs fri sat night week selling fast,157,38,2,99
0,tyler getting numbrth leave long numbr get like hour,87,23,1,52
0,prepare pounded every night,36,7,1,27
0,actually mobile full msg work online need send lt gt sent msg wil explain later,134,38,2,79
0,good evening,26,7,2,12
0,home please call,24,7,2,16
0,oic cos n sis got lunch today dad went dunno whether numbr eat sch wat,97,25,1,70
0,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea,153,37,2,87
0,pleased inform application airtel broadband processed successfully installation happen within numbr days,139,23,2,104
0,happen dear silent tensed,45,11,3,25
0,get numbr unless guys want come time sooner,69,17,1,43
0,coughing nothing,40,8,1,16
0,ìï come lt numbr n pass lar,30,9,1,27
0,e person e sms survey,40,11,1,21
0,lol ok ill try send warned sprint dead slow prolly get tomorrow,84,20,3,63
0,thank meet monday,25,5,1,17
0,th gower mate r man good wales ill b back åômorrow c wk msg numbr åð random,140,42,6,75
1,rock yr chik get numbr filthy films xxx pics yr phone rply filth numbr saristar ltd enumbr numbryt numbr numbrp per numbr days stopnumbr cancel,152,36,5,143
0,got like dollers lt gt get later though get whatever feel like,85,25,2,62
0,dad wanted talk apartment got late start omw,69,16,1,44
0,love,23,8,1,4
0,lol still feeling sick,25,6,1,22
0,din tell jus numbr,24,7,1,18
0,eyes philosophy,30,7,1,15
1,next month get upto numbr calls numbr standard network charge numbr activate call numbr c wirenumbr net numbrstnumbrterms poboxnumbr mnumbr numbruz cost ådollersnumbr min mobcudb,162,29,1,178
0,ok lor town lei,28,10,2,15
0,already sabarish asked go,43,11,1,25
0,da vijay going talk jaya tv,39,10,1,27
1,urgent trying contact todays draw shows ådollersnumbr prize guaranteed call numbr land line claim jnumbr po boxnumbrcnumbrpm,157,31,5,124
0,lol know hey someone great inpersonation flea forums love,83,20,3,57
1,text banneduk numbr see cost numbrp textoperator gnumbrga numbr xxx,68,13,2,67
0,still chance search hard get let try,73,19,2,36
1,auction round numbr highest bid ådollersnumbr next maximum bid ådollersnumbr bid send bids e g numbr bid ådollersnumbr numbr good luck,133,34,3,134
0,always celebrate ny family,47,10,1,26
0,know taj mahal symbol love lesser known facts numbr mumtaz shahjahan numbrth wife numbr wifes numbr shahjahan killed mumtaz husband marry numbr mumtaz died lt gt th delivery numbr married mumtaz sister question arises hell love great hari,322,76,7,238
0,ok come home vl nice meet v chat,59,17,1,32
1,collect valentine weekend paris inc flight hotel ådollersnumbr prize guaranteed text paris numbr www rtf sphosting com,134,24,2,118
0,sent de webadres geting salary slip,42,8,1,35
0,fine sends greetings,31,7,2,20
1,customer loyalty offer new nokianumbr mobile ådollersnumbr txtauction txt word start numbr get numbrt ctxt tc numbrp mtmsg,145,32,3,122
0,dint touch,30,8,1,10
0,yup leaving right back soon,36,9,1,27
1,believe true incredible txts reply g learn truly amazing things blow mind onumbrfwd numbrp txt,149,33,4,94
0,yeah sure leave min,29,8,1,19
0,one teach ship cars,59,15,1,19
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl,154,32,1,99
0,yeah confirmed staying weekend,47,8,1,30
0,said ì_ dun haf passport smth like dat ì_ juz send email account,87,20,1,64
0,multiply numbers independently count decimal points division push decimal places like showed,126,23,1,92
0,lovely night wake see message hope smile knowing great morning,128,29,2,62
0,ard numbr lor,12,4,1,13
0,right meanwhile project twins comin,53,11,2,35
0,sent maga money yesterday oh,41,9,1,28
1,hot n horny willing live local text reply hear strt back numbrp per msg netcollex ltdhelpdesk numbr reply stop end,155,33,1,114
0,ride equally uneventful many pesky cyclists around time night,99,21,1,61
0,free give otherwise nalla adi entey nattil kittum,72,14,2,49
0,sent wife text buy tell relax go get wkend,123,32,4,42
0,escape theatre going watch kavalan minutes,69,15,1,42
0,much would cost hire hitman,39,9,1,27
0,anything lor,17,4,1,12
1,want new nokia numbri colour phone delivered tomorrow numbr free minutes mobile numbr free text free camcorder reply call numbr,157,30,2,127
0,huh cant go numbr house empty handed right,48,12,1,42
0,good morning princess happy new year,38,8,2,36
1,congratulations winner august ådollersnumbr prize draw call numbr prize code numbr,115,24,4,82
0,aight head,30,9,1,10
0,wat r busy wif work,38,11,2,19
0,know mood today,25,6,1,15
0,jay told already,28,7,1,16
0,cps causing outages conserve energy,46,9,1,35
0,sure checking happening around area,72,16,1,35
0,hey morning come ask pa,41,12,1,23
0,jordan got voted last nite,31,7,1,26
0,means got epi fine,59,16,2,18
0,idea,28,7,1,4
0,pls come quick cant bare,30,7,1,24
0,call unable cal lets meet bhaskar deep,55,15,3,38
0,meet library,32,8,2,12
0,k roommate also wants dubsack another friend may also want plan bringing extra tell know sure,138,30,1,93
0,depends individual lor e hair dresser say pretty parents say look gong kaypoh also dunno wat collecting,125,26,2,103
0,ok c ì_,13,5,1,7
0,enjoy watching playing football basketball anything outdoors,81,15,3,60
0,please ask macho price range want something new used plus interfued blackberry bold lt gt bb,155,37,1,92
0,sorry sent blank msg yup trying numbr serious studying,74,16,2,54
0,hey check da listed da,34,10,2,22
1,numbr numbrp numbr alfie moon children need song mob tell mnumbrs txt tone charity numbr nokias poly charity polys zed numbr profit numbr charity,166,36,3,145
